block_order,judgment,video_id
1,self_other,18
1,self_other,5
1,self_other,20
2,mentalizing,10
2,mentalizing,15
2,mentalizing,11
3,self_other,4
3,self_other,6
3,self_other,2
4,likeability,5
4,likeability,15
4,likeability,17
5,mentalizing,17
5,mentalizing,7
5,mentalizing,6
6,self_other,3
6,self_other,13
6,self_other,17
7,likeability,10
7,likeability,7
7,likeability,2
8,mentalizing,12
8,mentalizing,20
8,mentalizing,8
9,likeability,21
9,likeability,1
9,likeability,11
10,self_other,16
10,self_other,8
10,self_other,7
11,likeability,16
11,likeability,4
11,likeability,9
12,mentalizing,21
12,mentalizing,3
12,mentalizing,9
13,self_other,10
13,self_other,12
13,self_other,1
14,mentalizing,5
14,mentalizing,2
14,mentalizing,13
15,likeability,20
15,likeability,6
15,likeability,8
16,self_other,11
16,self_other,9
16,self_other,19
17,mentalizing,4
17,mentalizing,16
17,mentalizing,1
18,self_other,21
18,self_other,15
18,self_other,14
19,likeability,14
19,likeability,3
19,likeability,13
20,mentalizing,18
20,mentalizing,14
20,mentalizing,19
21,likeability,18
21,likeability,19
21,likeability,12
