block_order,judgment,video_id
1,likeability,12
1,likeability,18
1,likeability,19
2,mentalizing,11
2,mentalizing,15
2,mentalizing,10
3,likeability,4
3,likeability,16
3,likeability,9
4,self_other,6
4,self_other,2
4,self_other,4
5,likeability,2
5,likeability,7
5,likeability,10
6,self_other,13
6,self_other,17
6,self_other,3
7,mentalizing,7
7,mentalizing,17
7,mentalizing,6
8,likeability,11
8,likeability,1
8,likeability,21
9,mentalizing,12
9,mentalizing,8
9,mentalizing,20
10,self_other,20
10,self_other,5
10,self_other,18
11,likeability,17
11,likeability,15
11,likeability,5
12,self_other,7
12,self_other,8
12,self_other,16
13,mentalizing,9
13,mentalizing,3
13,mentalizing,21
14,self_other,12
14,self_other,1
14,self_other,10
15,mentalizing,5
15,mentalizing,13
15,mentalizing,2
16,self_other,19
16,self_other,11
16,self_other,9
17,likeability,6
17,likeability,20
17,likeability,8
18,mentalizing,1
18,mentalizing,4
18,mentalizing,16
19,likeability,13
19,likeability,14
19,likeability,3
20,mentalizing,18
20,mentalizing,19
20,mentalizing,14
21,self_other,15
21,self_other,21
21,self_other,14
