block_order,judgment,video_id
1,self_other,13
1,self_other,17
1,self_other,3
2,mentalizing,11
2,mentalizing,10
2,mentalizing,15
3,likeability,8
3,likeability,20
3,likeability,6
4,self_other,11
4,self_other,19
4,self_other,9
5,likeability,16
5,likeability,9
5,likeability,4
6,mentalizing,17
6,mentalizing,7
6,mentalizing,6
7,likeability,1
7,likeability,11
7,likeability,21
8,mentalizing,8
8,mentalizing,12
8,mentalizing,20
9,self_other,16
9,self_other,8
9,self_other,7
10,likeability,3
10,likeability,13
10,likeability,14
11,self_other,2
11,self_other,6
11,self_other,4
12,mentalizing,3
12,mentalizing,21
12,mentalizing,9
13,likeability,7
13,likeability,10
13,likeability,2
14,self_other,5
14,self_other,18
14,self_other,20
15,mentalizing,13
15,mentalizing,5
15,mentalizing,2
16,self_other,12
16,self_other,1
16,self_other,10
17,likeability,18
17,likeability,19
17,likeability,12
18,mentalizing,16
18,mentalizing,1
18,mentalizing,4
19,likeability,5
19,likeability,17
19,likeability,15
20,mentalizing,14
20,mentalizing,18
20,mentalizing,19
21,self_other,15
21,self_other,21
21,self_other,14
