block_order,judgment,video_id
1,self_other,4
1,self_other,2
1,self_other,6
2,likeability,13
2,likeability,3
2,likeability,14
3,mentalizing,11
3,mentalizing,10
3,mentalizing,15
4,likeability,7
4,likeability,2
4,likeability,10
5,self_other,17
5,self_other,3
5,self_other,13
6,mentalizing,17
6,mentalizing,6
6,mentalizing,7
7,likeability,4
7,likeability,16
7,likeability,9
8,mentalizing,8
8,mentalizing,20
8,mentalizing,12
9,likeability,21
9,likeability,11
9,likeability,1
10,self_other,10
10,self_other,12
10,self_other,1
11,likeability,5
11,likeability,17
11,likeability,15
12,self_other,8
12,self_other,7
12,self_other,16
13,mentalizing,3
13,mentalizing,21
13,mentalizing,9
14,self_other,14
14,self_other,15
14,self_other,21
15,mentalizing,2
15,mentalizing,5
15,mentalizing,13
16,likeability,8
16,likeability,6
16,likeability,20
17,mentalizing,1
17,mentalizing,4
17,mentalizing,16
18,self_other,11
18,self_other,19
18,self_other,9
19,mentalizing,19
19,mentalizing,14
19,mentalizing,18
20,self_other,20
20,self_other,5
20,self_other,18
21,likeability,19
21,likeability,18
21,likeability,12
