block_order,judgment,video_id
1,likeability,9
1,likeability,4
1,likeability,16
2,self_other,18
2,self_other,20
2,self_other,5
3,likeability,6
3,likeability,8
3,likeability,20
4,self_other,4
4,self_other,2
4,self_other,6
5,mentalizing,10
5,mentalizing,11
5,mentalizing,15
6,likeability,1
6,likeability,11
6,likeability,21
7,self_other,8
7,self_other,7
7,self_other,16
8,likeability,19
8,likeability,12
8,likeability,18
9,mentalizing,7
9,mentalizing,6
9,mentalizing,17
10,self_other,17
10,self_other,13
10,self_other,3
11,mentalizing,12
11,mentalizing,8
11,mentalizing,20
12,likeability,2
12,likeability,7
12,likeability,10
13,mentalizing,21
13,mentalizing,3
13,mentalizing,9
14,self_other,9
14,self_other,11
14,self_other,19
15,mentalizing,5
15,mentalizing,2
15,mentalizing,13
16,likeability,15
16,likeability,5
16,likeability,17
17,self_other,12
17,self_other,1
17,self_other,10
18,mentalizing,1
18,mentalizing,16
18,mentalizing,4
19,likeability,3
19,likeability,14
19,likeability,13
20,self_other,21
20,self_other,15
20,self_other,14
21,mentalizing,14
21,mentalizing,19
21,mentalizing,18
